"","Genus_spp","CE07","CN01","WP58","WP55","WP37","WP29","WP3","WP34","WP33","WP5","WP30","WP67","CE03.WP15","CE04","WP20","WP1","WP4","WP69","WP73","WP40","WP43","WP60","WP31","CE05","CE02","WP59","WP42","WP27","WP7","WP57","WP56","WP39","CE09","CE1","WP10","CE10","WP12","WP65","CE01","CE08","sum"
"110","Phyllodoce_empetriformis",0,0,0.00649612012619981,8,2.5,0.000795774715459477,0.0127323954473516,0,0.000509295817894065,4,0,6,0,0,0,6.5,1,3,1.5,6,0,0.0127323954473516,0,3.5,0.00884194128288308,0,0,0,8,0.0127323954473516,0.0127323954473516,0,0.00110141829129339,0,6,0,2.5,0.5,2,0,61.0686741320231
"111","Phyllodoce_glanduliflora",0,0.0353677651315323,0.00884194128288308,0,0,0,0.000795774715459477,0.0127323954473516,0,0,0,0,6,0,0,5.5,0,0,0,0,0.00318309886183791,0,0,0,3,8,8,1,0.00392975168128137,0.00884194128288308,2,0,0.0198943678864869,0,0,0,6.5,8,0,3.5,51.5935870362897
"112","Picea_engelmannii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Pinguicula_vulgaris",0,0,0,0,0,0,0,0,0,0.00141471060526129,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000795774715459477,0,0,0,0,0,0,0,0,0,0.00649612012619981,0,0,0,0,8.00870660544692
"114","Pinus_albicaulis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198943678864869,0,0.000209276716754629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201036446032415
"115","Platanthera_dilatata",0,0,0,0,0,0,0,0,0,0,0,0.0353677651315323,0.0198943678864869,0,0,0,0,0,0,0,0,3,0,0,0,0,0.00318309886183791,0,0,0,0,8,0,0,2,0,0,0,0,0,13.0584452318799
"116","Poa_alpina",0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5,0,0,0,0,0,0,0,9
"117","Polystichium_",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795774715459477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795774715459477
"118","Polystichum_",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124339799290543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124339799290543
"119","Polystichum_braunii",0,0,0,0,0,0,0,0,0,0,0.00884194128288308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00884194128288308
"120","Polystichum_lonchitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795774715459477,0.0127323954473516,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.592309866993299
"121","Populus_trichocarpa",0,0.00141471060526129,0,0.000657665054098741,0.00103937922019197,0.000509295817894065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795774715459477,0,0,0,0.0127323954473516,0,0.00263066021639496,0.0353677651315323,0,0,0,0,0,0,0.0795774715459477,0,0.0127323954473516,0.147457513201484
"122","Potentilla_glaucophylla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649612012619981,0,0,0,0,0,0,0,0,0,0,0.00141471060526129,0,0,0,0,1.5,0,1.50791083073146
"123","Pyrola_asarifolia",0,0,0.0127323954473516,0,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51273239544735
"124","Ranunculus_eschscholtzii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263066021639496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263066021639496
"125","Rhododendron_albiflorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.00884194128288308,0,0,0,0,0,0.00141471060526129,0,0,0.00392975168128137,0,0,0,0,0,0,0,0,0,0,0,1.51418640356943
"126","Ribes_spp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127323954473516,0,0,0,0,0,0,0,0,0,0.0353677651315323,0,0,0,0,2,0,0,0,0,0,0,2.04810016057888
"127","Salix_",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162403003154995,0,0,0,0,0,0,0,0,0,0,0.00162403003154995
"128","Salix_arctica",0,0,0.00318309886183791,0,0,0,0,0,0,0,0,0,0.000721791125133312,0.0127323954473516,0,0.000795774715459477,0,0.5,0,0,0.000353677651315323,0,0,0.00318309886183791,0,0,0,0.00221048532072077,0,0.0795774715459477,0,0,0,0,0,0.0509295817894065,0,0,0,0,0.653687375319011
"129","Salix_barclayi",0,0.00649612012619981,0.0127323954473516,6,8,0.0127323954473516,11.5,11,0.0254647908947032,8,4.5,8,7,0,6.5,1,6,0,0,0.000795774715459477,0.00318309886183791,1.5,0.0795774715459477,0.00318309886183791,0,0,8,2.5,4,0.5,5.5,3,0.5,0,8,0,2.5,2.5,0.00318309886183791,1.5,117.647348244763
"130","Salix_petrophila",0,0,0.00392975168128137,0,7,0.0127323954473516,0,0,0,0,0,0,0,0,0,0,0.000982437920320342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01764458504895
"131","Salix_reticulata(nivalis)",0,0,0,0,0,0,0.000259844805047992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318309886183791,0,0,0.0034429436668859
"132","Salix_sitchensis",0,0.0127323954473516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127323954473516
"133","Saxifraga_bronchialis",0,4.5,0.000509295817894065,0.000657665054098741,0.00141471060526129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.000353677651315323,0,0.000509295817894065,0,0,0,0.318309886183791,0,5,0,0,0.00318309886183791,0,0,0,0,0,0,1.5,16.3249376299921
"134","Saxifraga_tolmiei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110141829129339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110141829129339
"135","Sedum_divergens",0,0.0127323954473516,0.00649612012619981,0,0,3,0,0.000157190067251255,0,0,0.00318309886183791,0,0,3,0,0,0,1.5,0,0,2,0.000509295817894065,6,0.5,0,0,0,0,0,3,1.5,0.000795774715459477,0.000310849498226358,0,0,0,0,0,0,0.0353677651315323,20.5595524896658
"136","Senecio_fremontii",0.00263066021639496,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0.0353677651315323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318309886183791,0,0,0,0,2.04118152420977
"137","Sibbaldia_procumbens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
"138","Silene_acaulis",0,0,0.000509295817894065,0,0,0,0,0,0,0,0,0,0,0.00141471060526129,0,0,0,0,0,0,0,0,0,0.00392975168128137,0,0,0,0,0,0.000795774715459477,0,0,0,0,0,0,0,0,0,0,0.0066495328198962
"139","Solidago_multiradiata",0,0,0.0198943678864869,0,0,0,0,0,0,0,0.141471060526129,0,0,0.00141471060526129,0,0,0,0,0,0,0.00141471060526129,0.5,0,0,0,0,0.00318309886183791,0,0,0,0,0,0,0.000982437920320342,0,0,0,0,0,0.0127323954473516,0.681092781852648
"140","Sorbus_sitchensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795774715459477,0,0.00497359197162173,0,0,0,0,0,0,0.00576936668708121
"141","Stellaria_longipes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310849498226358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310849498226358
"142","Symphyotrichum_foliaceum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353677651315323,0,0,0,0.00884194128288308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4.04420970641442
"143","Triantha_glutinosa",0,0,0.000509295817894065,0,0,0,0,0,0.000519689610095984,12,0,8,2.5,0,0,0,7.5,0,0,0,0,1.5,0,0,0,0.00188349045079166,0.0198943678864869,0,0,0,0.0353677651315323,3,0,0,0.00884194128288308,0,0,0,0,0,34.5670165501797
"144","Tsuga_mertensiana",0,0,0,0.00649612012619981,0.0795774715459477,0.000795774715459477,0.0127323954473516,0.5,0,0,0,0,1.5,0,0,0.0795774715459477,0,0.5,5,2,0.00318309886183791,0.000509295817894065,0.00141471060526129,0.5,0,0.000881744837074213,0.00649612012619981,0.00884194128288308,1,3,0.0127323954473516,0.0353677651315323,0.00124339799290543,0,0,0,0.00221048532072077,0.000982437920320342,0,0,14.2530426267249
"145","Unknown_",0,4.5,3.00050929581789,0,0,0,0.0127323954473516,1,9,0,0,0,0,0.0481001605788839,0.00318309886183791,0,0,0.0127323954473516,3.00282942121052,0.0772316503892644,0.00141471060526129,4.00079577471546,2.5,NA,6,0,0.00318309886183791,0.555262133018019,0.0822081317623427,0,0.080992182151209,0,0,0,0,0,0,0,1,0,NA
"146","Vaccinium_",0,0,0.0198943678864869,0,0,0,0,0,0,0,0,0,0,0,0.000795774715459477,0,0,0,0,0,0,0,0,0.000657665054098741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213478076560451
"147","Vaccinium_membranaceum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795774715459477,1.5,0.0353677651315323,0.000353677651315323,0,0,0,0,0,0,0,0.0795774715459477,0.00497359197162173,0.00649612012619981,0,0,0,0,0,0.00141471060526129,0,0,0,1.70776080857783
"148","Vaccinium_ovalifolium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5
"149","Vaccinium_parvifolium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141471060526129,0,0,0,0,0,0,0,0,0,0.00392975168128137,0,0,0,0,0,0,0,0,0,0,0,0.00534446228654266
"150","Vaccinium_uliginosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141471060526129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141471060526129
"151","Valeriana_sitchensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000259844805047992,0,0,0,0,0,0,0.000881744837074213,0,0,0,0,0.00392975168128137,0,0,0,0,5.5,0.5,7.0050713413234
"152","Veronica_wormskjoldii",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.0127323954473516,0,0,4,1,3,0,0,0,0,0,0,0,3.5,5.5,0,1,0,0,0,0,0,26.0127323954474
