"","Genus_spp","CE07","CN01","WP58","WP55","WP37","WP29","WP3","WP34","WP33","WP5","WP30","WP67","CE03.WP15","CE04","WP20","WP1","WP4","WP69","WP73","WP40","WP43","WP60","WP31","CE05","CE02","WP59","WP42","WP27","WP7","WP57","WP56","WP39","CE09","CE1","WP10","CE10","WP12","WP65","CE01","CE08","sum"
"78","Salix_barclayi",0,0,0,0,0,0,4,7,0.0127323954473516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0127323954474
"79","Salix_barclayi(commutata)",0,0.00649612012619981,0.0127323954473516,6,8,0.0127323954473516,7.5,4,0.0127323954473516,8,4.5,8,7,0,6.5,1,6,0,0,0.000795774715459477,0.00318309886183791,1.5,0.0795774715459477,0.00318309886183791,0,0,8,2.5,4,0.5,5.5,3,0.5,0,8,0,2.5,2.5,0.00318309886183791,1.5,106.634615849315
"80","Salix_petrophila",0,0,0.00392975168128137,0,7,0.0127323954473516,0,0,0,0,0,0,0,0,0,0,0.000982437920320342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01764458504895
"81","Salix_reticulata(nivalis)",0,0,0,0,0,0,0.000259844805047992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318309886183791,0,0,0.0034429436668859
"82","Salix_sitchensis",0,0.0127323954473516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127323954473516
"83","Salix_spp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162403003154995,0,0,0,0,0,0,0,0,0,0,0.00162403003154995
"84","Saxifraga_bronchialis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795774715459477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795774715459477
"85","SaxifragaMicranthes_bronchialis",0,4.5,0.000509295817894065,0.000657665054098741,0.00141471060526129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.000353677651315323,0,0.000509295817894065,0,0,0,0.318309886183791,0,5,0,0,0.00318309886183791,0,0,0,0,0,0,1.5,16.3249376299921
"86","Sedum_divergens",0,0.0127323954473516,0.00649612012619981,0,0,3,0,0.000157190067251255,0,0,0.00318309886183791,0,0,3,0,0,0,1.5,0,0,2,0.000509295817894065,6,0.5,0,0,0,0,0,3,1.5,0.000795774715459477,0.000310849498226358,0,0,0,0,0,0,0.0353677651315323,20.5595524896658
"87","Senecio_fremontii",0.00263066021639496,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0.0353677651315323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318309886183791,0,0,0,0,2.04118152420977
"88","Sibbaldia_procumbens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
"89","Silene_acaulis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141471060526129,0,0,0,0,0,0,0,0,0,0.00392975168128137,0,0,0,0,0,0.000795774715459477,0,0,0,0,0,0,0,0,0,0,0.00614023700200214
"90","Solidago_multiradiata",0,0,0.0198943678864869,0,0,0,0,0,0,0,0.141471060526129,0,0,0.00141471060526129,0,0,0,0,0,0,0.00141471060526129,0.5,0,0,0,0,0.00318309886183791,0,0,0,0,0,0,0.000982437920320342,0,0,0,0,0,0.0127323954473516,0.681092781852648
"91","Sorbus_sitchensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795774715459477,0,0.00497359197162173,0,0,0,0,0,0,0.00576936668708121
"92","Stellaria_longipes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310849498226358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310849498226358
"93","Triantha_glutinosa",0,0,0.000509295817894065,0,0,0,0,0,0.000519689610095984,12,0,8,2.5,0,0,0,7.5,0,0,0,0,1.5,0,0,0,0.00188349045079166,0.0198943678864869,0,0,0,0.0353677651315323,3,0,0,0.00884194128288308,0,0,0,0,0,34.5670165501797
"94","Tsuga_mertensiana",0,0,0,0.00649612012619981,0.0795774715459477,0.000795774715459477,0.0127323954473516,0.5,0,0,0,0,1.5,0,0,0.0795774715459477,0,0.5,5,2,0.00318309886183791,0.000509295817894065,0.00141471060526129,0.5,0,0.000881744837074213,0.00649612012619981,0.00884194128288308,1,3,0.0127323954473516,0.0353677651315323,0.00124339799290543,0,0,0,0.00221048532072077,0.000982437920320342,0,0,14.2530426267249
"95","Vaccinium_",0,0,0.0198943678864869,0,0,0,0,0,0,0,0,0,0,0,0.000795774715459477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206901426019464
"96","Vaccinium_ovalifolium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5
"97","Vaccinium_parvifolium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141471060526129,0,0,0,0,0,0,0,0,0,0.00392975168128137,0,0,0,0,0,0,0,0,0,0,0,0.00534446228654266
"98","Valeriana_sitchensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000259844805047992,0,0,0,0,0,0,0.000881744837074213,0,0,0,0,0.00392975168128137,0,0,0,0,5.5,0.5,7.0050713413234
"99","Veronica_wormskjoldii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127323954473516,0,0,4,1,3,0,0,0,0,0,0,0,3.5,5.5,0,1,0,0,0,0,0,18.0127323954474
