"","transect","SITE","TRTMT","Brushing","Compaction","TRTMT_Brushing"
"470","PR-23","PR","trampled","compact_B",3.25,"trampled-compact_B"
"471","PR-23","PR","trampled","compact_B",3.5,"trampled-compact_B"
"472","PR-23","PR","trampled","compact_B",4,"trampled-compact_B"
"473","PR-23","PR","trampled","compact_B",4,"trampled-compact_B"
"474","PR-23","PR","trampled","compact_B",4.5,"trampled-compact_B"
"475","PR-24","PR","untrampled","compact_B",1.5,"untrampled-compact_B"
"476","PR-24","PR","untrampled","compact_B",3,"untrampled-compact_B"
"477","PR-24","PR","untrampled","compact_B",2.25,"untrampled-compact_B"
"478","PR-24","PR","untrampled","compact_B",3.25,"untrampled-compact_B"
"479","PR-24","PR","untrampled","compact_B",2.75,"untrampled-compact_B"
"480","PR-24","PR","untrampled","compact_B",1.75,"untrampled-compact_B"
"481","PR-24","PR","untrampled","compact_B",3.25,"untrampled-compact_B"
"482","PR-24","PR","untrampled","compact_B",2.5,"untrampled-compact_B"
"483","PR-24","PR","untrampled","compact_B",1.75,"untrampled-compact_B"
"484","PR-24","PR","untrampled","compact_B",1.75,"untrampled-compact_B"
"485","TM-25","TM","trampled","compact_B",4.25,"trampled-compact_B"
"486","TM-25","TM","trampled","compact_B",3.25,"trampled-compact_B"
"487","TM-25","TM","trampled","compact_B",3.75,"trampled-compact_B"
"488","TM-25","TM","trampled","compact_B",2.75,"trampled-compact_B"
"489","TM-25","TM","trampled","compact_B",3,"trampled-compact_B"
"490","TM-25","TM","trampled","compact_B",2.75,"trampled-compact_B"
"491","TM-25","TM","trampled","compact_B",3.75,"trampled-compact_B"
"492","TM-25","TM","trampled","compact_B",4.5,"trampled-compact_B"
"493","TM-25","TM","trampled","compact_B",3.25,"trampled-compact_B"
"494","TM-25","TM","trampled","compact_B",3.5,"trampled-compact_B"
"495","TM-26","TM","untrampled","compact_B",1.75,"untrampled-compact_B"
"496","TM-26","TM","untrampled","compact_B",1.75,"untrampled-compact_B"
"497","TM-26","TM","untrampled","compact_B",2.5,"untrampled-compact_B"
"498","TM-26","TM","untrampled","compact_B",1.75,"untrampled-compact_B"
"499","TM-26","TM","untrampled","compact_B",2.25,"untrampled-compact_B"
"500","TM-26","TM","untrampled","compact_B",2.25,"untrampled-compact_B"
"501","TM-26","TM","untrampled","compact_B",1.75,"untrampled-compact_B"
"502","TM-26","TM","untrampled","compact_B",2,"untrampled-compact_B"
"503","TM-26","TM","untrampled","compact_B",2.5,"untrampled-compact_B"
"504","TM-26","TM","untrampled","compact_B",2.5,"untrampled-compact_B"
"505","TM-27","TM","trampled","compact_B",4.25,"trampled-compact_B"
"506","TM-27","TM","trampled","compact_B",NA,"trampled-compact_B"
"507","TM-27","TM","trampled","compact_B",NA,"trampled-compact_B"
"508","TM-27","TM","trampled","compact_B",NA,"trampled-compact_B"
"509","TM-27","TM","trampled","compact_B",4.25,"trampled-compact_B"
"510","TM-27","TM","trampled","compact_B",2.75,"trampled-compact_B"
"511","TM-27","TM","trampled","compact_B",4,"trampled-compact_B"
"512","TM-27","TM","trampled","compact_B",NA,"trampled-compact_B"
"513","TM-27","TM","trampled","compact_B",NA,"trampled-compact_B"
"514","TM-27","TM","trampled","compact_B",NA,"trampled-compact_B"
"515","TM-28","TM","untrampled","compact_B",2,"untrampled-compact_B"
"516","TM-28","TM","untrampled","compact_B",2,"untrampled-compact_B"
"517","TM-28","TM","untrampled","compact_B",1.5,"untrampled-compact_B"
"518","TM-28","TM","untrampled","compact_B",1.5,"untrampled-compact_B"
"519","TM-28","TM","untrampled","compact_B",1.75,"untrampled-compact_B"
"520","TM-28","TM","untrampled","compact_B",2.5,"untrampled-compact_B"
"521","TM-28","TM","untrampled","compact_B",2,"untrampled-compact_B"
"522","TM-28","TM","untrampled","compact_B",1.75,"untrampled-compact_B"
"523","TM-28","TM","untrampled","compact_B",3,"untrampled-compact_B"
"524","TM-28","TM","untrampled","compact_B",1.5,"untrampled-compact_B"
